"ID","Type","TypeORE","FormRE","Province","District","Ward","Street","Project","LandNum","BlockName","FloorNum","Area","Height","Width","UsableArea","FrontLength","BackSideLength","Direction","BalconyDirection","Corner","RoadInFront","Juridical","NumOfBed","NumOfFloor","NumOfToilet","ConstructionYear","IsOwner","Furniture","Terrace","CarParking","DinningRoom","Kitchen","AirCond","ADSL","WashingMachine","Balcony","Fridge","Wifi","Pool","Basement","Park","SuperMarket","Clinics","Sea","Hospital","Church","BusStation","School","Temple","Airport","Preschool","PublishDate","StatusORE","Characteristics","Deposit","PricePSM","Price"
"61adca0e032d4e691d4a4f43","Cần bán","Đất","16","","12","Thạnh Xuân","Đường Thạnh Xuân 33","","","","","","19","5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2021-11-30","","2","","40430000","3800000000"
"61adca0e032d4e691d4a4f44","Cần bán","Căn hộ, chung cư","3","","2","Thạnh Mỹ Lợi","Đồng Văn Cống","","","","","65","","","","","","","","","","","2","","2","","","","","","","","","","","","","","","","","","","","","","","","","","","2021-11-30","2","","","25380000","1650000000"
"61adca0e032d4e691d4a4f45","Cần bán","Nhà","9","","12","Tân Chánh Hiệp","Đường Nguyễn Thị Búp","","","","","","12","3.2","110","","","","","","","2","3","","3","","","","","","","","","","","","","","","","","","","","","","","","","","","2021-11-30","","3","","47500000","1900000000"
"61adca0e032d4e691d4a4f46","Cần bán","Đất","17","93","Hớn Quản","Tân Hưng","DT756","","","","","","46","5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2021-11-30","","","","862068","200000000"
"61adca0e032d4e691d4a4f47","Cần bán","Đất","17","61","Bến Cát","An Điền","Đường ĐT 748","","","","","","51","11","","","","5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2021-11-30","","2","","7810000","4600000000"
"61adca0e032d4e691d4a4f48","Cần bán","Nhà","9","","Gò Vấp","15","Đường Thống Nhất","","","","","","14","33","88","","","","","","","","3","2","2","","","","","","","","","","","","","","","","","","","","","","","","","","","2021-11-30","","","","77080000","3700000000"
"61adca0e032d4e691d4a4f49","Cần bán","Nhà","9","","Gò Vấp","9","Le Văn Thọ","","","","","","11","5","120","","","","","","","","2","2","2","","","4","","","","","","","","","","","","","","","","","","","","","","","","2021-11-30","","","","83640000","4600000000"
"61adca0e032d4e691d4a4f4a","Cần bán","Căn hộ, chung cư","3","29","Tây Hồ","Bưởi","Đường Trích Sài","","","","","43","","","","","","2","6","","","","2","","1","","","4","","","","","","","","","","","","","","","","","","","","","","","","2021-11-30","2","","","15120000","650000000"
"61adca0e032d4e691d4a4f4b","Cần bán","Nhà","9","","6","4","Đường Phạm Văn Chí","","","","","","12.8","4.5","116","","","","","","","","2","","2","","","","","","","","","","","","","","","","","","","","","","","","","","","2021-11-30","","","","31030000","1800000000"
"61adca0e032d4e691d4a4f4c","Cần bán","Nhà","8","","6","10","Đường An Dương Vương","","","","","","14","4","220","","","","","","","","4","4","3","","","2","","","","","","","","","","","","","","","","","","","","","","","","2021-11-30","","","","100000000","5600000000"
"61adca0e032d4e691d4a4f4d","Cần bán","Đất","16","","7","Phú Thuận","Đường Đào Trí","","A18","N8","","","17","7","","","","7","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2021-11-30","","2","","1010000","120000000"
"61adca0e032d4e691d4a4f4e","Cần bán","Căn hộ, chung cư","3","65","Ninh Kiều","Cái Khế","Đường Trần Bạch Đằng","","","","","62","","","","","","","","","","","2","","2","","","2","","","","","","","","","","","","","","","","","","","","","","","","2021-11-30","","","","29030000","1800000000"
"61adca0e032d4e691d4a4f4f","Cần bán","Nhà","8","43","Ngũ Hành Sơn","Khuê Mỹ","Đường Hồ Xuân Hương","","","","","","19.5","7","","","","","","","","","10","3","","","","3","","","","","","","","","","","","","","","","","","","","","","","","2021-11-30","","","","179100000","24000000000"
"61adca0e032d4e691d4a4f50","Cần bán","Căn hộ, chung cư","3","29","Tây Hồ","Nhật Tân","võ chí công","","","","","114","","","","","","","","","","","3","","2","","","","","","","","","","","","","","","","","","","","","","","","","","","2021-11-30","2","","","45610000","5200000000"
"61adca0e032d4e691d4a4f51","Cần bán","Nhà","9","","Tân Phú","Phú Thọ Hòa","Đường Phú Thọ Hòa","","","","","","21","4.6","97","","","","","","","","3","","2","","","","","","","","","","","","","","","","","","","","","","","","","","","2021-11-30","","","","67530000","6550000000"
"61adca0e032d4e691d4a4f52","Cần bán","Nhà","8","","Tân Phú","Tây Thạnh","Đường T8","","","","","","15","4","120","","","","","","","","2","","2","","","","","","","","","","","","","","","","","","","","","","","","","","","2021-11-30","","","","86670000","5200000000"
"61adca0e032d4e691d4a4f53","Cần bán","Nhà","8","","6","12","Cư Xá Phú Lâm A","","","","","","18","4","","","","","","","","","4","4","3","","","4","","","","","","","","","","","","","","","","","","","","","","","","2021-11-30","","","","111110000","8000000000"
"61adca0e032d4e691d4a4f54","Cần bán","Nhà","9","","Tân Phú","Phú Thạnh","Đường Thạch Lam","","","","","","18","4","144","","","","","","","","3","2","3","","","4","","","","","","","","","","","","","","","","","","","","","","","","2021-11-30","","","","95830000","6900000000"
"61adca0e032d4e691d4a4f55","Cần bán","Nhà","9","","Phú Nhuận","10","Trần Hữu Trang","","","","","","10.5","3.5","62","","","","","","","","2","3","2","","","","","","","","","","","","","","","","","","","","","","","","","","","2021-11-30","","","","211110000","5700000000"
"61adca0f032d4e691d4a4f56","Cần bán","Nhà","8","","Bình Tân","Tân Tạo","Đường Lê Đình Cẩn","","","","","","17","4","152","","","","","","","","4","3","3","","","2","","","","","","","","","","","","","","","","","","","","","","","","2021-11-30","","","","69700000","4600000000"
"61adca0f032d4e691d4a4f57","Cần bán","Đất","17","62","Châu Thành","Thanh Phú Long","Đường Tỉnh lộ 827","","","","","","25","5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2021-11-30","","","","1920000","240000000"
"61adca0f032d4e691d4a4f58","Cần bán","Nhà","","62","Cần Giuộc","Long Hậu","LÊ VĂN LƯƠNG","","","","","","16","3","100","","","","","","","","2","2","2","","","4","","","","","","","","","","","","","","","","","","","","","","","","2021-11-30","","","","17270000","950000000"
"61adca0f032d4e691d4a4f59","Cần bán","Nhà","9","","Gò Vấp","16","Đường Số 2","","","","","","10","4","80","","","","","","","","2","","2","","","","","","","","","","","","","","","","","","","","","","","","","","","2021-11-30","","","","90000000","3600000000"
"61adca0f032d4e691d4a4f5a","Cần bán","Nhà","9","39","Biên Hòa","Trảng Dài","Đường Bùi Trọng Nghĩa","","","","","","22","4","88","","","","","","","2","2","","1","","","2","","","","","","","","","","","","","","","","","","","","","","","","2021-11-30","","","","17610000","1550000000"
"61adca0f032d4e691d4a4f5b","Cần bán","Đất","17","43","Sơn Trà","Phước Mỹ","Đường Ngô Quang Huy","","60","","","","18","5","","","","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2021-11-30","","2","","81780000","7360000000"
"61adca0f032d4e691d4a4f5c","Cần bán","Nhà","","61","Thuận An","Bình Chuẩn","Đường ĐT 743","","","","","","12","4","48","","","","","","","","2","","2","","","","","","","","","","","","","","","","","","","","","","","","","","","2021-11-30","","","","24790000","1190000000"
"61adca0f032d4e691d4a4f5d","Cần bán","Đất","17","","Thủ Đức","Tam Bình","Đường Số 12","","","","","","35","8","","","","7","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2021-11-30","","3","","73110000","28000000000"
"61adca0f032d4e691d4a4f5e","Cần bán","Nhà","9","","Phú Nhuận","15","Hoàng Văn Thụ","","","","","","10","6","150","","","5","","","","","3","5","4","","","4","","","","","","","","","","","","","","","","","","","","","","","","2021-11-30","","3","","147270000","8100000000"
"61adca0f032d4e691d4a4f5f","Cần bán","Nhà","8","70","Tây Ninh","3","Đường Phạm Văn Xuyên","","","Khu dân cư đông đúc","","","40","12","505","","","","","","","","2","1","1","","","4","","","","","","","","","","","","","","","","","","","","","","","","2021-11-30","","","","15250000","7700000000"
"61adca0f032d4e691d4a4f60","Cần bán","Nhà","8","29","Đống Đa","Quang Trung","Đường Trần Quang Diệu","","","","","","","5.1","62","","","","","","","","5","","3","","","","","","","","","","","","","","","","","","","","","","","","","","","2021-11-30","","","","237100000","14700000000"
"61adca0f032d4e691d4a4f61","Cần bán","Nhà","9","","Phú Nhuận","17","Đường Phan Đình Phùng","","","","","","","","","","","","","","","","2","","2","","","","","","","","","","","","","","","","","","","","","","","","","","","2021-11-30","","","","193750000","6200000000"
"61adca0f032d4e691d4a4f62","Cần bán","Nhà","9","","Tân Phú","Hòa Thạnh","Đường Hòa Bình","","","","","","25","4","300","","","","","","","","4","","4","","","","","","","","","","","","","","","","","","","","","","","","","","","2021-11-30","","","","75900000","7590000000"
"61adca0f032d4e691d4a4f63","Cần bán","Đất","17","","9","Long Thạnh Mỹ","nguyễn xiển","","","","","","17.3","4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2021-11-30","","","","55800000","3850000000"
"61adca0f032d4e691d4a4f64","Cần bán","Đất","17","68","Phú Quốc","Hàm Ninh","Đường ĐT 48","","","","","","50","30","","","","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2021-11-30","","2","","16670000","25000000000"
"61adca0f032d4e691d4a4f65","Cần bán","Căn hộ, chung cư","3","","4","6","Tân Vĩnh","","005","Lô C3","1","92","","","","","","7","7","","","","1","","2","","","2","","","","","","","","","","","","","","","","","","","","","","","","2021-11-30","","","","63040000","5800000000"
"61adca0f032d4e691d4a4f66","Cần bán","Đất","17","","9","Long Trường","Đường Số 1","","","Tín Hưng Cầu Ông Nhiêu","","","13","4","","","","4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2021-11-30","","2","","56730000","2950000000"
"61adca0f032d4e691d4a4f67","Cần bán","Nhà","9","","12","Hiệp Thành","Đường Lê Văn Khương","","","","","","10","4","40","","","","","","","","4","","2","","","","","","","","","","","","","","","","","","","","","","","","","","","2021-11-30","","","","77500000","3100000000"
"61adca0f032d4e691d4a4f68","Cần bán","Nhà","9","","Gò Vấp","5","Đường Trần Bá Giao","","","","","","14.5","4","","","","","","","","","2","2","2","","","4","","","","","","","","","","","","","","","","","","","","","","","","2021-11-30","","","","84480000","4900000000"
"61adca0f032d4e691d4a4f69","Cần bán","Nhà","9","62","Cần Giuộc","Tân Kim","Đường Tân Phước","","","","","","9","4.5","40.5","","","6","","","","","2","","2","","","2","","","","","","","","","","","","","","","","","","","","","","","","2021-11-30","","","","21250000","850000000"
"61adca0f032d4e691d4a4f6a","Cần bán","Nhà","8","29","Thanh Xuân","Khương Mai","Đường Lê Trọng Tấn","","","","","","","","","","","","","","","","6","7","6","","","","","","","","","","","","","","","","","","","","","","","","","","","2021-11-30","","3","","195000000","19500000000"
"61adca0f032d4e691d4a4f6b","Cần bán","Đất","17","63","Cái Bè","Mỹ Lợi A","khu chợ mới Mỹ Lợi A","","","","","","26","9.5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2021-11-30","","","","2630000","650000000"
"61adca0f032d4e691d4a4f6c","Cần bán","Đất","17","","Đất Đỏ","Láng Dài","Đường Quốc Lộ 55","","","","","","30","9","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2021-11-30","","","","5000000","1350000000"
"61adca0f032d4e691d4a4f6d","Cần bán","Nhà","9","","Tân Bình","9","Đường Âu Cơ","","","","","","10","5","51","","","","","","","","4","3","5","","","3","","","","","","","","","","","","","","","","","","","","","","","","2021-11-30","","","","131370000","6700000000"
"61adca0f032d4e691d4a4f6e","Cần bán","Nhà","9","","8","3","Đường Âu Dương Lân","","","","","","10","3.6","144","","","6","","","","","6","","4","","","","","","","","","","","","","","","","","","","","","","","","","","","2021-11-30","","","","208330000","7500000000"
"61adca0f032d4e691d4a4f6f","Cần bán","Đất","17","","Bình Chánh","Vĩnh Lộc A","Đường 1-2","","","","","","42","8","","","","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2021-11-30","","","","24700000","8300000000"
"61adca0f032d4e691d4a4f70","Cần bán","Đất","17","69","Cà Mau","5","Châu Văn Liêm","","","","","","20","5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2021-11-30","","","","22000000","2200000000"
"61adca0f032d4e691d4a4f71","Cần bán","Đất","15","","Bình Chánh","Tân Kiên","Đường Bờ Bao Xóm Hố","","","","","","24","4","","","","6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2021-11-30","","","","10210000","980000000"
"61adca0f032d4e691d4a4f72","Cần bán","Nhà","8","43","Liên Chiểu","Hòa Minh","bàu năng 12","","","","","","","","","","","","","","","","3","","3","","","","","","","","","","","","","","","","","","","","","","","","","","","2021-11-30","","","","43160000","4100000000"
"61adca0f032d4e691d4a4f73","Cần bán","Nhà","9","","Bình Thạnh","3","Đường Vạn Kiếp","","","","","","","","","","","","","","","","7","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2021-11-30","","","","172550000","8800000000"
"61adca0f032d4e691d4a4f74","Cần bán","Căn hộ, chung cư","3","","8","7","Đường Trịnh Quang Nghị","","","","","52","","","","","","6","","","","","2","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","2021-11-30","2","","","29810000","1550000000"
"61adca0f032d4e691d4a4f75","Cần bán","Nhà","9","","12","Thạnh Xuân","Thạnh Xuân 22","","","Thạnh Xuân 23 khu phố 1","","","14","2","43","","","","","","","2","1","2","1","","","2","","","","","","","","","","","","","","","","","","","","","","","","2021-11-30","","3","","23800000","595000000"
"61adca0f032d4e691d4a4f76","Cần bán","Nhà","8","61","Bến Cát","Thới Hòa","Vành Đai 4","","79","Lk","","","16","5","80","","","6","","","","","3","2","3","","","","","","","","","","","","","","","","","","","","","","","","","","","2021-11-30","","3","","38890000","3111111111"
"61adca0f032d4e691d4a4f77","Cần bán","Đất","17","47","Cư M'gar","Ea M'nang","hẻm liên xã","","","","","","","","","","","4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2021-11-30","","","","356983","800000000"
"61adca0f032d4e691d4a4f78","Cần bán","Nhà","9","","12","Thạnh Lộc","TL17","","","","","","","","","","","","","","","","2","","2","","","","","","","","","","","","","","","","","","","","","","","","","","","2021-11-30","","","","43410000","5600000000"
"61adca0f032d4e691d4a4f79","Cần bán","Nhà","9","","2","Bình Trưng Tây","Đường 31","","","","","","6","7","84","","","3","","","","","2","2","2","","","4","","","","","","","","","","","","","","","","","","","","","","","","2021-11-30","","","","83330000","3500000000"
"61adca0f032d4e691d4a4f7a","Cần bán","Nhà","9","","Gò Vấp","12","Đường Nguyễn Duy Cung","","","","","","11","5","175","","","4","","","","","4","5","5","","","","","","","","","","","","","","","","","","","","","","","","","","","2021-11-30","","3","","127450000","6500000000"
"61adca0f032d4e691d4a4f7b","Cần bán","Nhà","9","","9","Long Trường","Đường Lã Xuân Oai","","","486 đường Lã Xuân Oai, dự án Nam Khang","","","10.2","5","142","","","8","","","","","3","3","3","","","4","","","","","","","","","","","","","","","","","","","","","","","","2021-11-30","","","","86540000","4500000000"
"61adca0f032d4e691d4a4f7c","Cần bán","Đất","17","61","Thuận An","Lái Thiêu","Đường Nguyễn Trãi","","","","","","20","5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2021-11-30","","","","40000000","4000000000"
"61adca0f032d4e691d4a4f7d","Cần bán","Đất","17","64","Vĩnh Long","9","Đường Phạm Hùng","","","","","","17","5","","","","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2021-11-30","","2","","22130000","1881000000"
"61adca0f032d4e691d4a4f7e","Cần bán","Nhà","8","39","Nhơn Trạch","Vĩnh Thanh","2281 Hùng Vương- Vĩnh Thanh- Nhơn Trạch-Đồng Nai","","","","","","42.51","12.1","510.8","","","4","","","","","6","1","4","","","4","","","","","","","","","","","","","","","","","","","","","","","","2021-11-30","","","","21370000","10900000000"
"61adca0f032d4e691d4a4f7f","Cần bán","Nhà","9","","8","15","Đương  mê cốc","","","","","","6","6","108","","","","","","","","4","","2","","","","","","","","","","","","","","","","","","","","","","","","","","","2021-11-30","","","","17040000","1840000000"
"61adca0f032d4e691d4a4f80","Cần bán","Nhà","9","","Bình Tân","Bình Trị Đông A","Đường Bình Trị Đông","","","","","","15","4","160","","","4","","","","","4","4","4","","","4","","","","","","","","","","","","","","","","","","","","","","","","2021-11-30","","3","","90830000","5450000000"
"61adca0f032d4e691d4a4f81","Cần bán","Nhà","8","","Bình Tân","Bình Hưng Hòa","Đường Phạm Đăng Giảng","","","","","","15","4","120","","","","","","","","2","","2","","","","","","","","","","","","","","","","","","","","","","","","","","","2021-11-30","","","","53330000","3200000000"
"61adca0f032d4e691d4a4f82","Cần bán","Nhà","8","","Bình Tân","Bình Hưng Hòa","Đường Số 11","","","","","","12.8","5","","","","","","","","","3","","3","","","","","","","","","","","","","","","","","","","","","","","","","","","2021-11-30","","3","","22190000","1420000000"
"61adca0f032d4e691d4a4f83","Cần bán","Nhà","8","","Bình Chánh","Bình Chánh","Trịnh Như Khuê","","","","","","16","5","80","","","","","","","","3","","2","","","","","","","","","","","","","","","","","","","","","","","","","","","2021-11-30","","","","14750000","1180000000"
"61adca0f032d4e691d4a4f84","Cần bán","Căn hộ, chung cư","3","29","Cầu Giấy","Quan Hoa","Đường Cầu Giấy","","","","","54","","","","","","","","TRUE","","","2","","2","","","4","","","","","","","","","","","","","","","","","","","","","","","","2021-11-30","2","","","24440000","1320000000"
"61adca0f032d4e691d4a4f85","Cần bán","Đất","17","66","Lấp Vò","Long Hưng B","Hưng Lợi Đông","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2021-11-30","","","","2220000","360000000"
"61adca0f032d4e691d4a4f86","Cần bán","Nhà","9","","Hóc Môn","Hóc Môn","Đường Song Hành 22","","","","","","12.8","3.3","55.8","","","3","","","","","1","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","2021-11-30","","","","52220000","2350000000"
"61adca0f032d4e691d4a4f87","Cần bán","Đất","17","","Cam Lâm","Cam Hải Tây","7m","","","","","","30","7","","","","7","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2021-11-30","","","","6000000","1350000000"
"61adca0f032d4e691d4a4f88","Cần bán","Nhà","8","","Thủ Đức","Hiệp Bình Chánh","Đường 27","","","","","","14","5","144","","","","","","","","3","1","2","","","4","","","","","","","","","","","","","","","","","","","","","","","","2021-11-30","","","","16670000","1200000000"
"61adca0f032d4e691d4a4f89","Cần bán","Đất","17","93","Chơn Thành","Minh Hưng","Đường Số 5","","","42 nền ấp5 minh hưng chơn thành bình phước","","","46","5","","","","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2021-11-30","","","","2760000","665000000"
"61adca0f032d4e691d4a4f8a","Cần bán","Đất","17","47","Krông Pắc","Hòa Đông","Đường Quốc Lộ 26","","","","","","20","10","","","","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2021-11-30","","","","3900000","780000000"
"61adca0f032d4e691d4a4f8b","Cần bán","Đất","16","","2","Thạnh Mỹ Lợi","Đường Bát Nàn","","","","","","","7","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2021-11-30","","","","207730000","43000000000"
"61adca0f032d4e691d4a4f8c","Cần bán","Nhà","9","","Tân Bình","15","Đường Nguyễn Sỹ Sách","","","","","","25","6","","","","","","","","","5","","5","","","","","","","","","","","","","","","","","","","","","","","","","","","2021-11-30","","3","","63330000","9500000000"
"61adca0f032d4e691d4a4f8d","Cần bán","Đất","16","39","Trảng Bom","Tây Hoà","Tây Hòa 05","","","","","","20","5","","","","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2021-11-30","","","","2890000","289000000"
"61adca0f032d4e691d4a4f8e","Cần bán","Nhà","9","","Tân Phú","Tân Quý","Đường Cầu Xéo","","","","","","24","4","260","","","","","","","","3","3","2","","","4","","","","","","","","","","","","","","","","","","","","","","","","2021-11-30","","","","82290000","7900000000"
"61adca0f032d4e691d4a4f8f","Cần bán","Đất","17","39","Xuân Lộc","Xuân Hòa","Đường Quốc lộ 1A","","","","","","120","52","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2021-11-30","","","","1000000","6000000000"
"61adca0f032d4e691d4a4f90","Cần bán","Nhà","","29","Hoàng Mai","Thanh Trì","Đường Đại Đồng","","","","","","","4","250","","","","","","","","5","5","4","","","","","","","","","","","","","","","","","","","","","","","","","","","2021-11-30","","","","95530000","4490000000"
"61adca0f032d4e691d4a4f91","Cần bán","Nhà","8","","Bình Tân","Bình Hưng Hoà A","Đường Số 14","","","","","","17","4","102","","","","","","","","3","1","2","","","2","","","","","","","","","","","","","","","","","","","","","","","","2021-11-30","","","","119610000","6100000000"
"61adca0f032d4e691d4a4f92","Cần bán","Nhà","9","43","Thanh Khê","Xuân Hà","Đường Nguyễn Tất Thành","","","","","","","","","","","","","","","","3","","","","","4","","","","","","","","","","","","","","","","","","","","","","","","2021-11-30","","3","","64040000","3650000000"
"61adca0f032d4e691d4a4f93","Cần bán","Căn hộ, chung cư","3","","Tân Phú","Sơn Kỳ","số 88 Đường N1","","","","","63","","","","","","7","6","TRUE","","","2","","1","","","3","","","","","","","","","","","","","","","","","","","","","","","","2021-11-30","2","","","52060000","3280000000"
"61adca0f032d4e691d4a4f94","Cần bán","Nhà","9","","Tân Bình","10","Đường Âu Cơ","","","","","","11","3.8","40","","","","","","","","4","","4","","","","","","","","","","","","","","","","","","","","","","","","","","","2021-11-30","","","","60610000","5999999999"
"61adca0f032d4e691d4a4f95","Cần bán","Đất","17","62","Tân An","Khánh Hậu","Đường Quốc Lộ 1","","","","","","70","15","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2021-11-30","","","","1500000","1500000000"
"61adca0f032d4e691d4a4f96","Cần bán","Nhà","9","15","Hải An","Thành Tô","Đường Cát Bi","","","","","","","","","","","2","","","","2","2","2","2","","","","","","","","","","","","","","","","","","","","","","","","","","","2021-11-30","","","","34290000","720000000"
"61adca0f032d4e691d4a4f97","Cần bán","Đất","17","62","Bến Lức","Nhựt Chánh","Đường ĐT 832","","","","","","25","10","","","","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2021-11-30","","","","4170000","1000000000"
"61adca0f032d4e691d4a4f98","Cần bán","Căn hộ, chung cư","3","","2","Bình Trưng Tây","Đường Nguyễn Duy Trinh","","","","","81.1","","","","","","","","","","","2","","2","","","","","","","","","","","","","","","","","","","","","","","","","","","2021-11-30","2","","","38890000","3150000000"
